pod,namespace,service,window_end,error_rate,log_volume,unique_error_types,cpu_millicores,memory_mi,error_rate_delta,log_volume_delta
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:42:19Z,0.0,30,0,1.49,32.93,0.0,-27
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:42:19Z,0.0,80,0,1.03,34.3,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:42:19Z,0.0,74,0,0.6,27.51,0.0,16
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:42:19Z,0.0,65,0,1.24,34.7,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:42:19Z,0.0,29,0,1.23,26.7,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:42:19Z,0.0,57,0,0.79,33.22,0.0,27
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:43:26Z,0.0,69,0,0.9,32.54,0.0,7
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:43:26Z,0.0,51,0,1.09,32.94,0.0,21
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:43:26Z,0.0,65,0,1.05,34.3,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:43:26Z,0.0,66,0,0.68,27.53,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:43:26Z,0.0,75,0,1.28,34.79,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:43:26Z,0.0,29,0,1.23,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:43:26Z,0.0,33,0,1.26,33.24,0.0,-24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:44:33Z,0.0,64,0,0.76,32.54,0.0,-5
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:44:33Z,0.0,51,0,1.34,32.96,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:44:33Z,0.0,65,0,1.17,34.3,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:44:33Z,0.0,74,0,0.81,27.54,0.0,8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:44:33Z,0.0,80,0,1.09,34.79,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:44:33Z,0.0,29,0,1.21,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:44:33Z,0.0,36,0,0.94,33.25,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:45:39Z,0.0,67,0,0.71,32.54,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:45:39Z,0.0,42,0,1.64,32.98,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:45:39Z,0.0,100,0,1.21,34.3,0.0,35
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:45:39Z,0.0,73,0,0.92,27.53,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:45:39Z,0.0,55,0,1.57,34.79,0.0,-25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:45:39Z,0.0,31,0,1.33,26.69,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:45:39Z,0.0,50,0,0.85,33.27,0.0,14
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:46:46Z,0.0,73,0,0.88,32.54,0.0,6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:46:46Z,0.0,42,0,1.24,33.0,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:46:46Z,0.0,95,0,1.55,34.3,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:46:46Z,0.0,83,0,0.84,27.53,0.0,10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:46:46Z,0.0,90,0,1.03,34.79,0.0,35
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:46:46Z,0.0,37,0,1.37,26.69,0.0,6
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:46:46Z,0.0,66,0,1.41,33.29,0.0,16
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:47:53Z,0.0,69,0,1.11,32.54,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:47:53Z,0.0,45,0,1.27,33.02,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:47:53Z,0.0,100,0,1.63,34.3,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:47:53Z,0.0,63,0,0.83,27.53,0.0,-20
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:47:53Z,0.0,40,0,1.25,34.79,0.0,-50
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:47:53Z,0.0,28,0,1.55,26.7,0.0,-9
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:47:53Z,0.0,39,0,1.65,33.31,0.0,-27
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:48:59Z,0.0,55,0,0.82,32.54,0.0,-14
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:48:59Z,0.0,36,0,1.35,33.03,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:48:59Z,0.0,60,0,1.6,34.3,0.0,-40
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:48:59Z,0.0,69,0,0.92,27.53,0.0,6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:48:59Z,0.0,70,0,0.95,34.79,0.0,30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:48:59Z,0.0,26,0,1.3,26.69,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:48:59Z,0.0,42,0,1.16,33.32,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:50:06Z,0.0,64,0,0.7,32.54,0.0,9
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:50:06Z,0.0,42,0,1.07,33.04,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:50:06Z,0.0,65,0,1.26,34.3,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:50:06Z,0.0,72,0,0.91,27.53,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:50:06Z,0.0,80,0,1.28,34.79,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:50:06Z,0.0,29,0,1.23,26.69,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:50:06Z,0.0,45,0,1.36,33.34,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:51:13Z,0.0,72,0,0.82,32.54,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:51:13Z,0.0,45,0,1.25,33.07,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:51:13Z,0.0,75,0,1.27,34.3,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:51:13Z,0.0,64,0,0.88,27.53,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:51:13Z,0.0,70,0,1.24,34.79,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:51:13Z,0.0,29,0,1.33,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:51:13Z,0.0,42,0,1.43,33.36,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:52:19Z,0.0,70,0,0.89,32.54,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:52:19Z,0.0,39,0,0.97,33.07,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:52:19Z,0.0,85,0,0.98,34.3,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:52:19Z,0.0,70,0,0.65,27.53,0.0,6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:52:19Z,0.0,65,0,1.3,34.79,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:52:19Z,0.0,30,0,1.17,26.69,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:52:19Z,0.0,51,0,1.29,33.37,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:53:26Z,0.0,68,0,0.87,32.54,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:53:26Z,0.0,39,0,1.21,33.09,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:53:26Z,0.0,65,0,2.08,34.3,0.0,-20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:53:26Z,0.0,66,0,0.82,27.54,0.0,-4
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:53:26Z,0.0,80,0,0.92,34.79,0.0,15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:53:26Z,0.0,29,0,1.36,26.69,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:53:26Z,0.0,48,0,1.39,33.39,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:54:33Z,0.0,62,0,0.64,32.54,0.0,-6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:54:33Z,0.0,27,0,1.05,33.1,0.0,-12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:54:33Z,0.0,85,0,0.66,34.3,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:54:33Z,0.0,65,0,0.83,27.54,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:54:33Z,0.0,45,0,1.45,34.79,0.0,-35
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:54:33Z,0.0,27,0,1.09,26.69,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:54:33Z,0.0,54,0,1.1,33.41,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:55:39Z,0.0,74,0,0.93,32.55,0.0,12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:55:39Z,0.0,39,0,0.95,33.11,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:55:39Z,0.0,75,0,1.58,34.3,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:55:39Z,0.0,60,0,0.69,27.54,0.0,-5
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:55:39Z,0.0,65,0,0.91,34.79,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:55:39Z,0.0,28,0,1.27,26.69,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:55:39Z,0.0,45,0,1.49,33.43,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:56:46Z,0.0,60,0,0.83,32.55,0.0,-14
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:56:46Z,0.0,42,0,1.27,33.13,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:56:46Z,0.0,65,0,1.32,34.3,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:56:46Z,0.0,63,0,0.73,27.54,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:56:46Z,0.0,60,0,1.06,34.79,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:56:46Z,0.0,25,0,1.23,26.69,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:56:46Z,0.0,33,0,1.12,33.43,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:57:53Z,0.0,73,0,0.82,32.54,0.0,13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:57:53Z,0.0,45,0,1.02,33.14,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:57:53Z,0.0,80,0,1.15,34.3,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:57:53Z,0.0,66,0,0.66,27.54,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:57:53Z,0.0,70,0,1.04,34.79,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:57:53Z,0.0,30,0,1.12,26.69,0.0,5
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:57:53Z,0.0,45,0,1.13,33.45,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T10:59:00Z,0.0,76,0,0.92,32.54,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T10:59:00Z,0.0,30,0,1.35,33.16,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T10:59:00Z,0.0,70,0,1.19,34.3,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T10:59:00Z,0.0,60,0,0.81,27.54,0.0,-6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T10:59:00Z,0.0,80,0,1.4,34.79,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T10:59:00Z,0.0,30,0,1.36,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T10:59:00Z,0.0,57,0,1.23,33.46,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:00:06Z,0.0,76,0,0.95,32.54,0.0,0
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:00:06Z,0.0,51,0,1.05,33.18,0.0,21
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:00:06Z,0.0,75,0,1.09,34.3,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:00:06Z,0.0,62,0,0.64,27.54,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:00:06Z,0.0,70,0,1.79,34.79,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:00:06Z,0.0,30,0,1.22,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:00:06Z,0.0,39,0,1.37,33.49,0.0,-18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:01:13Z,0.0,65,0,0.75,32.54,0.0,-11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:01:13Z,0.0,51,0,1.28,33.19,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:01:13Z,0.0,50,0,1.2,34.3,0.0,-25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:01:13Z,0.0,66,0,0.83,27.54,0.0,4
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:01:13Z,0.0,90,0,1.1,34.79,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:01:13Z,0.0,28,0,1.22,26.69,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:01:13Z,0.0,30,0,1.03,33.49,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:02:20Z,0.0,61,0,0.91,32.54,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:02:20Z,0.0,24,0,1.36,33.2,0.0,-27
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:02:20Z,0.0,50,0,1.03,34.3,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:02:20Z,0.0,66,0,0.73,27.55,0.0,0
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:02:20Z,0.0,80,0,1.42,34.79,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:02:20Z,0.0,26,0,1.25,26.69,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:02:20Z,0.0,54,0,1.13,33.52,0.0,24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:03:26Z,0.0,69,0,0.92,32.54,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:03:26Z,0.0,36,0,1.08,33.21,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:03:26Z,0.0,75,0,1.01,34.3,0.0,25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:03:26Z,0.0,58,0,0.71,27.54,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:03:26Z,0.0,55,0,1.48,34.79,0.0,-25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:03:26Z,0.0,26,0,1.21,26.69,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:03:26Z,0.0,39,0,1.32,33.52,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:04:33Z,0.0,58,0,0.9,32.54,0.0,-11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:04:33Z,0.0,42,0,1.11,33.23,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:04:33Z,0.0,60,0,1.43,34.3,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:04:33Z,0.0,75,0,0.78,27.54,0.0,17
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:04:33Z,0.0,85,0,0.98,34.79,0.0,30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:04:33Z,0.0,29,0,1.19,26.69,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:04:33Z,0.0,45,0,1.23,33.53,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:05:40Z,0.0,76,0,0.84,32.55,0.0,18
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:05:40Z,0.0,45,0,1.53,33.3,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:05:40Z,0.0,75,0,1.2,34.36,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:05:40Z,0.0,60,0,1.0,27.54,0.0,-15
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:05:40Z,0.0,75,0,1.54,34.79,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:05:40Z,0.0,30,0,1.42,26.69,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:05:40Z,0.0,45,0,1.24,33.55,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:06:47Z,0.0,62,0,0.97,32.54,0.0,-14
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:06:47Z,0.0,36,0,1.27,33.27,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:06:47Z,0.0,95,0,1.46,34.3,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:06:47Z,0.0,75,0,0.83,27.54,0.0,15
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:06:47Z,0.0,50,0,1.29,34.79,0.0,-25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:06:47Z,0.0,29,0,1.37,26.69,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:06:47Z,0.0,51,0,1.35,33.57,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:07:53Z,0.0,61,0,0.96,32.54,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:07:53Z,0.0,48,0,1.01,33.27,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:07:53Z,0.0,59,0,2.11,34.3,0.0,-36
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:07:53Z,0.0,78,0,0.89,27.54,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:07:53Z,0.0,95,0,1.09,34.79,0.0,45
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:07:53Z,0.0,30,0,1.41,26.69,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:07:53Z,0.0,42,0,1.67,33.59,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:09:00Z,0.0,80,0,0.92,32.54,0.0,19
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:09:00Z,0.0,48,0,1.47,33.29,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:09:00Z,0.0,99,0,1.51,34.3,0.0,40
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:09:00Z,0.0,68,0,0.95,27.54,0.0,-10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:09:00Z,0.0,75,0,1.25,34.79,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:09:00Z,0.0,34,0,1.43,26.69,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:09:00Z,0.0,57,0,1.32,33.6,0.0,15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:10:07Z,0.0,52,0,0.87,32.54,0.0,-28
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:10:07Z,0.0,42,0,1.41,33.31,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:10:07Z,0.0,65,0,1.61,34.3,0.0,-34
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:10:07Z,0.0,71,0,1.12,27.54,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:10:07Z,0.0,60,0,1.51,34.79,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:10:07Z,0.0,25,0,1.58,26.69,0.0,-9
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:10:07Z,0.0,36,0,1.56,33.63,0.0,-21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:11:13Z,0.0,69,0,0.81,32.54,0.0,17
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:11:13Z,0.0,36,0,1.25,33.32,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:11:13Z,0.0,40,0,1.06,34.3,0.0,-25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:11:13Z,0.0,57,0,0.76,27.54,0.0,-14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:11:13Z,0.0,90,0,1.19,34.79,0.0,30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:11:13Z,0.0,26,0,1.15,26.69,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:11:13Z,0.0,42,0,1.01,33.64,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:12:20Z,0.0,79,0,0.89,32.54,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:12:20Z,0.0,30,0,1.05,33.33,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:12:20Z,0.0,90,0,0.98,34.3,0.0,50
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:12:20Z,0.0,66,0,0.71,27.54,0.0,9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:12:20Z,0.0,70,0,1.61,34.79,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:12:20Z,0.0,32,0,1.22,26.69,0.0,6
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:12:20Z,0.0,69,0,1.35,33.66,0.0,27
